dwt_mean,dwt_max,dwt_min,dwt_median,dwt_q1,dwt_q3,dwt_iqr,mfcc_mean,mfcc_std,mfcc_max,mfcc_median,mfcc_var,mfcc_skew,mfcc_kurtosis,mfcc_q1,mfcc_q3,mfcc_iqr,mfcc_range,cqt_mean,cqt_min,cqt_median,cqt_var,cqt_kurtosis,cqt_q1,cqt_q3,cqt_iqr,cqt_range,chroma_mean,chroma_std,chroma_max,chroma_min,chroma_median,chroma_var,chroma_skew,chroma_kurtosis,chroma_q1,chroma_q3,chroma_iqr,chroma_range,rms_mean,rms_std,rms_max,rms_min,rms_median,rms_var,rms_skew,rms_kurtosis,rms_q1,rms_q3,rms_range,shannon_entropy,audio_type
-6.145143e-08,0.0074967397,-0.0064204494,-1.0089572e-07,-5.8585047e-05,5.834068e-05,0.00011692572934407508,-80.57787,297.1927,114.50459,0.9488329,88323.49,-3.166933,8.058175,-3.270542,7.2839108,10.554452657699585,1245.8755,0.00017722054,1.1978463e-10,1.8980394e-05,1.5924819e-07,22.288233,9.30418e-07,0.00013358032,0.00013264990280958955,0.005373181,0.6090379,0.23248057,1.0,0.014613484,0.5976607,0.054047216,0.03681334,-0.81827736,0.43007296,0.78182435,0.3517513871192932,0.9853865,0.00012424935,5.3690055e-05,0.00029093452,2.0956802e-05,0.00011442407,2.882622e-09,0.8467787,0.49530125,8.2843144e-05,0.00014900093,0.00026997773,8.956437,myocardial
-6.056406e-07,0.006514477,-0.008268157,-2.3497048e-11,-4.0800755e-05,4.2348925e-05,8.314967908518156e-05,-81.25768,298.64758,94.307724,0.62545997,89190.38,-3.1686807,8.066251,-1.322323,6.31748,7.639803051948547,1225.6786,0.00013698952,2.7496393e-12,4.2013753e-06,1.499055e-07,53.383728,2.3498318e-07,7.3834366e-05,7.359938105366837e-05,0.006904636,0.5281856,0.26801237,1.0,0.003984212,0.49807304,0.07183064,0.24004504,-0.94277334,0.3121947,0.7277632,0.4155684560537338,0.9960158,8.9657326e-05,8.687713e-05,0.00041120892,4.765898e-06,5.459451e-05,7.547636e-09,1.5619292,2.1456203,2.7993336e-05,0.00013080181,0.00040644302,8.994908,myocardial
-2.1443996e-07,0.012380458,-0.011159965,5.898335e-10,-3.2385295e-05,3.213271e-05,6.451800527429441e-05,-81.98138,298.46826,122.888275,0.2827552,89083.3,-3.1693919,8.067327,-2.1680393,5.8407526,8.00879192352295,1254.2592,0.00012588134,1.1302535e-11,6.7753626e-06,1.3325202e-07,55.289066,3.3718504e-07,6.6348046e-05,6.601085725321809e-05,0.0057213707,0.5475276,0.28153226,1.0,0.0014896643,0.5435467,0.07926041,0.009631479,-1.0538589,0.31646255,0.7659247,0.4494621828198433,0.99851036,9.330611e-05,7.4545605e-05,0.00046911603,1.9051982e-06,7.950585e-05,5.5570473e-09,2.2355285,8.470674,3.800416e-05,0.00013021479,0.00046721083,8.397822,myocardial
8.9379576e-08,0.004060675,-0.0055516195,-2.7426495e-08,-2.8968041e-05,2.744724e-05,5.641528150590602e-05,-82.31779,299.4765,83.34932,1.0757005,89686.18,-3.1712952,8.070633,-1.2858233,6.261297,7.547120571136475,1214.7202,8.8184795e-05,3.597669e-11,6.150027e-06,6.399494e-08,62.4386,5.60032e-07,5.072722e-05,5.016718780836982e-05,0.00428906,0.55414075,0.25836337,1.0,0.0025622398,0.5261607,0.06675162,0.16902095,-0.9104955,0.35434675,0.74515975,0.3908129706978798,0.9974378,5.819187e-05,4.8279475e-05,0.00023819432,3.2058108e-06,4.5971166e-05,2.3309077e-09,1.8035693,3.360536,2.4558694e-05,7.648078e-05,0.0002349885,8.5738735,myocardial
-6.087819e-08,0.013526531,-0.011201178,-1.2939786e-08,-4.1543688e-05,4.0063915e-05,8.160760444297921e-05,-80.796616,297.6529,138.26147,1.2154044,88597.24,-3.1675482,8.063196,-1.6610937,6.2172403,7.878334045410156,1269.6323,0.0002116215,5.2716335e-11,1.13448405e-05,5.489372e-07,71.88302,5.659126e-07,9.304995e-05,9.248404100503649e-05,0.013836293,0.5252974,0.27914396,1.0,0.009672312,0.5031126,0.077921346,0.19848219,-1.0679924,0.29850623,0.74461555,0.4461093321442604,0.9903277,0.00015707983,0.00016984627,0.0008188675,5.4958145e-06,8.650056e-05,2.8847756e-08,1.7282999,2.608171,3.8713955e-05,0.00021991716,0.00081337173,8.570249,myocardial
6.268442e-07,0.010057623,-0.0066810753,-3.0342262e-10,-4.2435575e-05,4.1031417e-05,8.346698996319901e-05,-81.31805,296.5574,130.52737,0.2468868,87946.3,-3.1636524,8.060533,-3.2269962,5.036278,8.26327395439148,1261.8982,0.00019310086,7.8923765e-13,7.750342e-06,2.2600624e-07,28.560343,3.235944e-07,0.00013047889,0.00013015529128779235,0.0064612804,0.5852282,0.2539992,1.0,0.0034424313,0.5868553,0.0645156,-0.04341479,-0.8703344,0.39180008,0.7782669,0.3864667937159538,0.9965576,0.00013542845,0.00014635593,0.00069091684,2.4957812e-06,6.655733e-05,2.1420059e-08,1.5265625,1.9217224,3.0173524e-05,0.00022078789,0.0006884211,9.108881,myocardial
6.639406e-08,0.0099550225,-0.0080945445,-2.1849753e-10,-3.113919e-05,3.4451135e-05,6.559032135555753e-05,-81.40343,297.72736,128.28035,0.9587069,88641.58,-3.1682227,8.076955,-0.13567223,5.2661324,5.401804581284523,1259.6512,0.00017440759,3.599425e-12,2.834487e-06,2.953942e-07,63.812614,2.274144e-07,7.104287e-05,7.081545956211244e-05,0.009865323,0.5697005,0.2779698,1.0,0.0048499317,0.58218825,0.077267215,-0.13856931,-0.96748924,0.35696647,0.7915411,0.4345746338367462,0.9951501,0.000113467926,0.00013161017,0.0005447389,8.486194e-07,4.8526384e-05,1.7321236e-08,1.569266,1.3503957,3.0051473e-05,0.00014325633,0.0005438903,8.919826,myocardial
6.792512e-07,0.07195166,-0.079186246,8.681724e-11,-1.4662283e-05,1.4787276e-05,2.94495589514554e-05,-80.43273,292.819,193.80565,0.0,85742.96,-3.1631212,8.082059,-0.7552992,3.1212192,3.8765183687210083,1309.4355,0.0011972998,1.0148293e-12,2.2800536e-06,6.81057e-05,229.48479,1.22253e-07,5.712665e-05,5.700439887945663e-05,0.21259229,0.50586045,0.30391976,1.0,0.0031811218,0.4840687,0.092367224,0.10296251,-1.1385831,0.26109105,0.77119267,0.5101015940308571,0.9968189,0.0014244387,0.003060762,0.01155884,5.1176073e-07,3.835104e-05,9.368265e-06,2.0202444,2.6063075,1.21262265e-05,0.00014393288,0.011558329,7.850947,myocardial
-2.8341518e-07,0.042445157,-0.046868514,-6.0220706e-10,-2.1239146e-05,2.1825008e-05,4.306415348764858e-05,-82.41351,298.83215,150.1987,0.68066263,89300.664,-3.1707685,8.07171,-1.3771614,5.0741568,6.451318144798279,1281.5696,0.00013630326,9.150026e-13,4.9645105e-06,9.570406e-07,579.7703,4.6606567e-07,3.7576418e-05,3.7110351868818725e-05,0.03331784,0.5087627,0.2954783,1.0,0.0051118163,0.49681938,0.08730744,0.073784076,-1.0831608,0.26613888,0.7509942,0.4848553389310837,0.9948882,9.917323e-05,0.0002891761,0.0022106862,5.347097e-07,2.9603121e-05,8.362281e-08,6.633758,45.27041,9.6671665e-06,8.679041e-05,0.0022101514,5.5912538,myocardial
1.4454437e-07,0.008375802,-0.009775356,-4.948295e-10,-4.1075873e-05,3.542239e-05,7.649826238775859e-05,-81.29624,297.8705,126.469055,0.8714019,88726.836,-3.1686633,8.070058,-1.2722282,5.7112093,6.983437538146973,1257.8398,0.00015008634,3.4789435e-13,5.2189125e-06,1.8413333e-07,117.34326,2.5070622e-07,0.000102495855,0.00010224515026635572,0.0119293155,0.5767074,0.2724223,1.0,0.0052562915,0.585541,0.07421392,-0.098754145,-1.0314007,0.35461855,0.8007312,0.44611265510320663,0.9947437,9.6152464e-05,9.104007e-05,0.000512257,2.1476022e-07,6.9509544e-05,8.2882945e-09,1.9013789,4.7248416,3.4014374e-05,0.00012896926,0.0005120422,8.725628,myocardial
-3.2464868e-08,0.022815699,-0.020455603,9.7255155e-12,-2.8008806e-05,2.8509749e-05,5.651855462929234e-05,-81.96706,297.62048,161.91338,0.44092432,88577.945,-3.1676369,8.069732,-1.8194053,4.3335867,6.152992010116577,1293.2842,0.00016120929,3.970253e-14,4.0451637e-06,4.170363e-07,195.15704,2.0551526e-07,7.631902e-05,7.611350118352789e-05,0.014575145,0.57414764,0.25921234,1.0,0.007376729,0.5656526,0.06719104,-0.022729596,-0.8559418,0.3825808,0.7722208,0.3896400108933449,0.99262327,0.000111403286,0.00017760147,0.0009147828,1.10461734e-07,4.926367e-05,3.154228e-08,3.1345885,10.071646,2.3256733e-05,0.00011246935,0.00091467233,7.723682,myocardial
-4.3086027e-07,0.006019715,-0.0058505656,1.540509e-07,-3.8891074e-05,3.857872e-05,7.746979190415004e-05,-81.503265,299.69305,111.542435,2.1528947,89815.92,-3.1716838,8.0720825,-0.08961864,7.229727,7.3193454295396805,1242.9133,0.00010733616,1.268926e-10,6.628948e-06,8.917648e-08,88.86757,4.162631e-07,6.193074e-05,6.151447986013636e-05,0.0062747034,0.64023864,0.23701857,1.0,0.06108269,0.6434406,0.056177802,-0.16399519,-0.9241979,0.46019697,0.8359892,0.3757921904325485,0.9389173,7.1854796e-05,5.28851e-05,0.00039083223,1.0871845e-05,6.4817476e-05,2.7968339e-09,3.4077396,16.402132,3.707713e-05,8.238773e-05,0.00037996037,8.601827,myocardial
-4.7689504e-08,0.012325451,-0.01407141,4.7055404e-10,-4.5621673e-05,4.5194134e-05,9.081580719794147e-05,-81.090706,297.9191,161.77405,1.0088986,88755.79,-3.1673808,8.06258,-2.4266896,6.6438084,9.070497989654541,1293.1449,0.00022117844,2.1518311e-11,9.588312e-06,5.158174e-07,68.42374,3.5134283e-07,0.00010988242,0.00010953107673827844,0.013686115,0.6409348,0.24044147,1.0,0.031408563,0.6539279,0.0578121,-0.28034773,-0.7583871,0.4664841,0.8361479,0.3696638196706772,0.96859145,0.00015563986,0.00016838395,0.0009296211,5.537598e-06,0.0001032618,2.8353153e-08,2.4323804,6.4937983,5.2019066e-05,0.0001859875,0.0009240835,7.920744,myocardial
1.0448532e-07,0.010858137,-0.010787141,1.8789344e-10,-4.208523e-05,4.5763773e-05,8.784900455793831e-05,-81.320045,296.9945,141.5816,0.53620577,88205.74,-3.1660342,8.062269,-3.0408573,5.0967684,8.137625694274902,1272.9524,0.0001765455,1.8026803e-13,7.4835243e-06,3.600171e-07,186.10056,2.2975193e-07,0.00010811388,0.00010788412971507455,0.018058192,0.62479204,0.2324383,1.0,0.05095394,0.61893666,0.05402756,-0.054940153,-0.89294744,0.45037133,0.8094308,0.3590594381093979,0.9490461,0.000111521265,0.00013826683,0.00097066653,2.9330974e-06,6.480002e-05,1.9117715e-08,3.4370496,15.468094,2.9767736e-05,0.00014632766,0.00096773345,8.3752775,myocardial
-7.441809e-08,0.0072432356,-0.008187634,6.7422423e-09,-3.0094012e-05,3.5293335e-05,6.538734442074201e-05,-81.47646,297.7913,114.28904,0.8676637,88679.66,-3.167552,8.06416,-2.124794,6.324092,8.448885917663574,1245.6599,0.00018746238,8.4094615e-12,5.767587e-06,3.29361e-07,42.839878,3.7413716e-07,8.521525e-05,8.484111262418992e-05,0.008626708,0.5427388,0.28321478,1.0,0.0050749206,0.5300777,0.080210604,-0.0022682003,-0.98869133,0.33348006,0.7725899,0.43910984694957733,0.9949251,0.00012732444,0.00010781459,0.0005787754,3.3802487e-06,8.9442656e-05,1.1623985e-08,1.2538991,1.8626289,3.8222337e-05,0.00019579977,0.0005753952,8.8369,myocardial
-8.516117e-08,0.023012904,-0.018623644,3.6049947e-08,-5.7285102e-05,5.681688e-05,0.00011410198112571379,-80.28764,299.28238,136.71388,2.2577348,89569.945,-3.169739,8.06753,0.0,8.55645,8.556449890136719,1268.0847,0.00022893191,1.0617357e-11,4.6004125e-06,6.737009e-07,129.46483,3.011466e-07,8.8270615e-05,8.796946696065788e-05,0.019822717,0.5841098,0.2526574,1.0,0.00911162,0.56838906,0.06383577,0.020181473,-0.92045355,0.3910733,0.78382766,0.39275434613227844,0.99088836,0.00016183247,0.00017368018,0.0012215406,5.460901e-06,0.00011919011,3.0164806e-08,3.7092724,18.793045,5.269746e-05,0.0002017894,0.0012160797,8.05281,myocardial
3.664815e-07,0.009502067,-0.009340947,1.7541593e-12,-1.97761e-05,2.0333533e-05,4.0109634483087575e-05,-82.68195,298.37122,140.1536,0.29988608,89025.39,-3.1709106,8.07496,-1.0522729,4.4016275,5.453900456428528,1271.5244,0.00010006276,5.4218667e-14,4.8879087e-06,1.8606056e-07,141.26558,2.7893077e-07,4.234566e-05,4.206672782913756e-05,0.011129743,0.53034,0.27662313,1.0,0.005174106,0.5207188,0.07652036,0.10871617,-0.9785402,0.3038829,0.74006,0.4361771196126938,0.9948259,7.10206e-05,0.000116281095,0.0005665321,1.24377e-07,2.6104815e-05,1.3521293e-08,2.691581,6.6302404,9.7807915e-06,7.903658e-05,0.0005664077,7.417512,myocardial
1.6702259e-07,0.07118683,-0.083013915,-3.1822167e-10,-2.2446879e-05,1.8175288e-05,4.0622167944093235e-05,-78.40127,285.02792,158.0572,0.0,81240.914,-3.1600633,8.053038,-3.889884,3.0672424,6.9571263790130615,1244.3108,0.00092559075,4.6977182e-14,3.4090049e-06,2.600767e-05,307.40836,2.0035284e-07,9.212134e-05,9.192098852395247e-05,0.17253923,0.4223204,0.29563612,1.0,0.003189815,0.35684782,0.08740072,0.59994024,-0.7689035,0.18081348,0.6304534,0.449639942497015,0.9968102,0.0008343315,0.0016797202,0.009297353,3.1285177e-07,0.00013585248,2.8214602e-06,3.1062129,10.052839,1.3879287e-05,0.0007535899,0.00929704,8.18849,myocardial
-1.9736495e-07,0.0066356882,-0.009662012,-1.2460316e-10,-2.3811986e-05,2.4755938e-05,4.8567924295639386e-05,-82.21685,298.1604,109.44321,0.0,88899.62,-3.168268,8.064939,-2.993732,4.531433,7.52516508102417,1240.8141,0.00012672544,1.3515704e-13,4.714709e-06,1.5846636e-07,66.03301,3.4632953e-07,5.6051624e-05,5.570529506115918e-05,0.0070863757,0.53146315,0.2706288,1.0,0.015720634,0.50576484,0.07323996,0.1792851,-0.9602852,0.3179767,0.7279868,0.41001006215810776,0.9842794,8.163376e-05,9.572957e-05,0.00042895193,3.6174447e-07,4.155587e-05,9.16415e-09,1.6182677,2.2271085,1.11416075e-05,0.000113475384,0.0004285902,8.696341,myocardial
-2.4543564e-07,0.0060252314,-0.007394412,-3.6826155e-09,-3.6699115e-05,3.648234e-05,7.318145253520925e-05,-81.544205,298.33115,138.64763,0.9896542,89001.47,-3.1689317,8.067538,-1.3070441,6.006339,7.313383221626282,1270.0184,0.00011176292,1.4361214e-11,4.981117e-06,8.50392e-08,37.667274,3.5702513e-07,7.268874e-05,7.233171047715814e-05,0.004561935,0.55967337,0.26357013,1.0,0.0022857743,0.55104625,0.06946922,-0.005803832,-0.8173282,0.3674668,0.75371623,0.3862493932247162,0.9977142,7.724408e-05,7.743398e-05,0.00048517942,2.1277453e-06,5.5417706e-05,5.9960206e-09,2.7207391,10.473433,2.604447e-05,0.00010811763,0.00048305167,8.320832,myocardial
4.103218e-06,0.021312162,-0.021365894,7.452315e-12,-2.7591035e-05,2.642611e-05,5.4017145885154605e-05,-81.70349,298.82318,119.63092,0.029167421,89295.29,-3.1690946,8.068197,-0.4724248,4.934037,5.406462013721466,1251.0017,0.00028350565,1.3131671e-13,2.0605903e-06,1.4654263e-06,64.393845,1.3285162e-07,5.9575934e-05,5.944308131233811e-05,0.01992257,0.5678588,0.2661288,1.0,0.0126334345,0.55492157,0.07082454,0.026621098,-1.0095737,0.35806406,0.78717875,0.4291146695613861,0.98736656,0.00020036257,0.00024807456,0.0010957054,1.00437575e-07,6.142347e-05,6.154099e-08,1.3069805,1.2059002,1.0247085e-05,0.00038189953,0.001095605,8.003824,myocardial
2.4241163e-07,0.0055060326,-0.0056085535,-1.2311069e-11,-2.3193088e-05,2.2093356e-05,4.5286444219527766e-05,-82.256226,296.62723,120.72548,0.0,87987.72,-3.167736,8.074556,-3.0496714,3.7380047,6.787676095962524,1252.0963,0.00013396468,1.643117e-14,4.753544e-06,1.6045618e-07,82.90712,1.9843796e-07,8.08359e-05,8.063746023623253e-05,0.00882166,0.55335444,0.27550375,1.0,0.001825059,0.55192804,0.07590231,-0.082500346,-0.8659017,0.3524829,0.7657324,0.41324955224990845,0.99817497,8.8279725e-05,9.4359384e-05,0.00037529314,1.1401986e-07,5.468849e-05,8.903694e-09,1.3744063,1.0796633,1.6119291e-05,0.00013038775,0.0003751791,9.043282,myocardial
2.038444e-06,0.005470653,-0.0044810744,5.488722e-08,-4.208268e-05,4.8339785e-05,9.04224662008346e-05,-81.07016,299.47305,109.45088,2.1427631,89684.11,-3.1711447,8.073118,0.0,7.466502,7.4665021896362305,1240.8218,0.000111422596,1.5495199e-11,4.0870596e-06,9.34665e-08,42.92083,2.8598106e-07,6.15926e-05,6.130661358128009e-05,0.004707152,0.59309244,0.25205398,1.0,0.043158058,0.5868239,0.06353121,-0.012741761,-0.9840114,0.3958017,0.79223657,0.39643486589193344,0.95684195,6.990927e-05,5.9844595e-05,0.0003516338,1.0625483e-06,5.5012744e-05,3.5813754e-09,1.8615453,4.2484145,2.6308027e-05,9.170853e-05,0.00035057124,9.072675,myocardial
-4.61854e-07,0.004035852,-0.005186375,-9.941711e-09,-4.497459e-05,4.2569394e-05,8.754398095334182e-05,-81.205635,299.46274,109.25862,1.7177217,89677.94,-3.170176,8.067552,-0.60830003,7.3128934,7.921193420886993,1240.6295,0.0001280742,9.470994e-11,4.6354826e-06,1.2723821e-07,39.916946,2.967464e-07,7.3070034e-05,7.27732893750499e-05,0.005451849,0.54943556,0.26386964,1.0,0.02340239,0.527002,0.069627196,0.18152519,-1.0374871,0.32743332,0.75139797,0.42396464198827744,0.9765976,8.985235e-05,5.8564674e-05,0.00028419474,4.6756495e-06,7.968461e-05,3.4298209e-09,0.9019361,0.3837371,4.2402804e-05,0.0001278013,0.0002795191,9.09298,myocardial
8.7722455e-08,0.009291217,-0.009301161,-2.9501342e-11,-2.5796264e-05,2.5992113e-05,5.178837545827264e-05,-82.308815,298.38763,133.39833,0.47884387,89035.19,-3.1691394,8.06803,-1.8548436,4.6856675,6.540511131286621,1264.7692,0.00013624212,4.9175684e-14,4.1363824e-06,2.4247348e-07,94.267815,3.2208828e-07,6.2094725e-05,6.177264022255713e-05,0.01013141,0.58009636,0.26822168,1.0,0.0062056216,0.5855274,0.07194287,-0.14100848,-0.91314125,0.3779798,0.79442203,0.41644228249788284,0.9937944,9.264087e-05,0.00011623983,0.00063759234,3.207614e-07,5.8614743e-05,1.3511698e-08,2.588472,7.3277826,2.2223101e-05,0.000106459134,0.00063727156,8.051269,myocardial
2.726948e-07,0.055347078,-0.06729352,1.0100934e-11,-1.7133709e-05,1.7493574e-05,3.462728454906028e-05,-83.04764,300.33893,156.3649,0.924693,90203.48,-3.172767,8.076188,0.0,4.6603956,4.660395622253418,1287.7357,0.000110888795,8.9272887e-13,2.2574245e-06,1.1860091e-06,578.41296,2.4422312e-07,2.7269898e-05,2.702567449119897e-05,0.03478664,0.57037157,0.27131945,1.0,0.013764033,0.57191193,0.07361424,-0.060338933,-1.0277935,0.35623944,0.78891075,0.43267130851745605,0.986236,8.5895444e-05,0.00032026545,0.0024938309,2.7658683e-07,3.1943182e-05,1.02569956e-07,7.2091823,51.168564,1.47429655e-05,5.159444e-05,0.0024935543,5.0045824,myocardial
